#	معرّفُ الحكم	نصُّ الحكم	الوثيقةُ الأصلية	القسم	المجالُ أو الإدارة	الحكمُ الأحدثُ الحاكم	canonical_home_document	canonical_home_section	referenced_by_documents	اختبارُ القبول	أمطبَّقٌ في الكود	حالةُ النفاذ
1	ORG-001	منصة إنجاز نشأت نظامًا داخليًا لإدارة شركة إكوبيشن للتشغيل، المتخصصة في تشغيل المعدات والمتحركات في قطاع التعدين والمناجم والمحاجر، وتتحول إلى نواة منصة مؤسسية قابلة للتشغيل بوصفها SaaS متعدد الشركات.	SRC-001	أولًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«منصة إنجاز نشأت نظامًا داخليًا لإدارة شركة إكوبيشن ل…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
2	ORG-002	القطاعات المخدومة: تشغيل المعدات الثقيلة / التعدين والمحاجر / إدارة المعدات والموردين / المقاولات والخدمات التشغيلية / إدارة المشاريع والمواقع / القوى التشغيلية والمشغلين / الصيانة والمخازن والمشتريات / النقل والترحيل / العقود والاستحقاقات والتسويات / الإدارة المالية والتمويل والملكية / الحوكمة والالتزام والبلاغات.	SRC-001	أولًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«تشغيل المعدات الثقيلة / التعدين والمحاجر / إدارة الم…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
3	ORG-003	الشريحة المستهدفة تشمل الشركات الصغيرة والمتوسطة والكبيرة معًا؛ ولا يجوز تصميم النظام لفئة واحدة منها.	SRC-001	أولًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ منع: بمعطى محاولةٍ تخالف «الشريحة المستهدفة تشمل الشركات الصغيرة والمتوسطة وال…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت	غير مقيس — يُملأ عند مراجعة الكود	نافذ
4	ORG-004	الجهات التابعة للرئيس التنفيذي مباشرة (تسع): إدارة التشغيل / إدارة المبيعات والعقود / إدارة الموردين / الإدارة المالية والخزينة / إدارة التمويل والملكية / إدارة الأسطول / إدارة الموارد البشرية / إدارة الحوكمة والالتزام / مركز البلاغات.	SRC-001	تاسعًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«إدارة التشغيل / إدارة المبيعات والعقود / إدارة المور…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
5	ORG-005	الإدارات التشغيلية التابعة لمدير التشغيل (ست): إدارات المواقع وعلى رأس كل موقع مدير موقع / إدارة الصيانة / إدارة القوى التشغيلية / إدارة المشتريات / إدارة المخازن / إدارة النقل والترحيل.	SRC-001	تاسعًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«إدارات المواقع وعلى رأس كل موقع مدير موقع / إدارة ال…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
6	ORG-007	يجب الحفاظ على التمييز بين ثمانية مفاهيم لا تُخلط: الإدارة التنظيمية / باب التنقل / مجموعة الشاشات / المسمى الوظيفي / التكليف الموقعي / الدور والصلاحية / الشاشة المالكة / شاشة العرض أو زاوية الاطلاع.	SRC-001	تاسعًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ منع: بمعطى محاولةٍ تخالف «الإدارة التنظيمية / باب التنقل / مجموعة الشاشات / ال…» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت	غير مقيس — يُملأ عند مراجعة الكود	نافذ
7	ORG-008	الهيكل التنظيمي أعلاه هو نقطة الانطلاق الملزمة، ولا يُعدَّل إلا إذا ظهر قرار أحدث صريح داخل الوثائق.	SRC-001	تاسعًا	ORG	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ منع: بمعطى محاولةٍ تخالف «الهيكل التنظيمي أعلاه هو نقطة الانطلاق الملزمة» · وعند تنفيذها · فإن الخادمَ يرفض برمزٍ وسببٍ ويُسجَّل الرفضُ بالمستخدم والوقت	غير مقيس — يُملأ عند مراجعة الكود	نافذ
8	DOC-001	التوقف عن إضافة وثائق صغيرة متفرقة نهائيًا.	SRC-001	أولًا	DOC	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«التوقف عن إضافة وثائق صغيرة متفرقة نهائيًا» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
9	DOC-002	إعادة بناء المنظومة التوثيقية كأن منصة إنجاز صُممت من البداية وفق آخر ما استقر عليه المشروع.	SRC-001	أولًا	DOC	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«إعادة بناء المنظومة التوثيقية كأن منصة إنجاز صُممت م…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
10	DOC-003	المهمة ليست تلخيصًا ولا دمجًا ميكانيكيًا ولا إعادة كتابة لآخر نسخة فقط.	SRC-001	ثانيًا	DOC	لا معارض — نافذ بنصّه	INJAZ-CORE-01	الفصلُ ١ — الدستور	FRD-01 · UX-01 · DELIVERY-01 — تُحيل ولا تعيد الكتابة	اختبارُ وجودٍ وسلوك: بمعطى بيئةٍ مهيَّأةٍ لـ«المهمة ليست تلخيصًا ولا دمجًا ميكانيكيًا ولا إعادة ك…» · وعند تنفيذ السيناريو الموصوف · فإن السلوكَ يطابق النصَّ ويُوثَّق الشاهدُ بلقطةٍ أو سجل	غير مقيس — يُملأ عند مراجعة الكود	نافذ
